Time,State,Interpreted
19:30:00,1,Asleep
19:31:00,1,Asleep
19:32:00,1,Asleep
19:33:00,1,Asleep
19:34:00,1,Asleep
19:35:00,1,Asleep
19:36:00,1,Asleep
19:37:00,1,Asleep
19:38:00,1,Asleep
19:39:00,1,Asleep
19:40:00,1,Asleep
19:41:00,1,Asleep
19:42:00,1,Asleep
19:43:00,1,Asleep
19:44:00,2,Awake
19:45:00,1,Asleep
19:46:00,2,Awake
19:47:00,1,Asleep
19:48:00,1,Asleep
19:49:00,1,Asleep
19:50:00,2,Awake
19:51:00,1,Asleep
19:52:00,1,Asleep
19:53:00,1,Asleep
19:54:00,1,Asleep
19:55:00,1,Asleep
19:56:00,1,Asleep
19:57:00,1,Asleep
19:58:00,1,Asleep
19:59:00,1,Asleep
20:00:00,1,Asleep
20:01:00,1,Asleep
20:02:00,1,Asleep
20:03:00,1,Asleep
20:04:00,1,Asleep
20:05:00,1,Asleep
20:06:00,1,Asleep
20:07:00,1,Asleep
20:08:00,1,Asleep
20:09:00,1,Asleep
20:10:00,1,Asleep
20:11:00,1,Asleep
20:12:00,1,Asleep
20:13:00,1,Asleep
20:14:00,1,Asleep
20:15:00,1,Asleep
20:16:00,1,Asleep
20:17:00,1,Asleep
20:18:00,1,Asleep
20:19:00,1,Asleep
20:20:00,1,Asleep
20:21:00,1,Asleep
20:22:00,1,Asleep
