Time,State,Interpreted
15:17:00,2,Awake
15:18:00,1,Asleep
15:19:00,1,Asleep
15:20:00,1,Asleep
15:21:00,1,Asleep
15:22:00,1,Asleep
15:23:00,1,Asleep
15:24:00,1,Asleep
15:25:00,1,Asleep
15:26:00,1,Asleep
15:27:00,1,Asleep
15:28:00,1,Asleep
15:29:00,1,Asleep
15:30:00,1,Asleep
15:31:00,1,Asleep
15:32:00,1,Asleep
15:33:00,1,Asleep
15:34:00,1,Asleep
15:35:00,1,Asleep
15:36:00,1,Asleep
15:37:00,1,Asleep
15:38:00,1,Asleep
15:39:00,1,Asleep
15:40:00,1,Asleep
15:41:00,1,Asleep
15:42:00,1,Asleep
15:43:00,1,Asleep
15:44:00,1,Asleep
15:45:00,1,Asleep
15:46:00,1,Asleep
15:47:00,1,Asleep
15:48:00,1,Asleep
15:49:00,1,Asleep
15:50:00,1,Asleep
15:51:00,1,Asleep
15:52:00,1,Asleep
15:53:00,1,Asleep
15:54:00,1,Asleep
15:55:00,1,Asleep
15:56:00,1,Asleep
15:57:00,1,Asleep
15:58:00,1,Asleep
15:59:00,1,Asleep
16:00:00,1,Asleep
16:01:00,1,Asleep
16:02:00,1,Asleep
16:03:00,1,Asleep
16:04:00,1,Asleep
16:05:00,1,Asleep
16:06:00,1,Asleep
16:07:00,1,Asleep
16:08:00,1,Asleep
16:09:00,1,Asleep
16:10:00,1,Asleep
16:11:00,1,Asleep
16:12:00,1,Asleep
16:13:00,1,Asleep
16:14:00,1,Asleep
16:15:00,1,Asleep
16:16:00,1,Asleep
16:17:00,1,Asleep
16:18:00,1,Asleep
16:19:00,1,Asleep
16:20:00,1,Asleep
16:21:00,1,Asleep
16:22:00,1,Asleep
16:23:00,1,Asleep
16:24:00,1,Asleep
16:25:00,1,Asleep
16:26:00,1,Asleep
16:27:00,1,Asleep
16:28:00,1,Asleep
16:29:00,1,Asleep
16:30:00,1,Asleep
16:31:00,1,Asleep
16:32:00,1,Asleep
16:33:00,1,Asleep
16:34:00,1,Asleep
16:35:00,1,Asleep
16:36:00,1,Asleep
16:37:00,1,Asleep
16:38:00,1,Asleep
16:39:00,1,Asleep
16:40:00,1,Asleep
16:41:00,1,Asleep
16:42:00,1,Asleep
16:43:00,1,Asleep
16:44:00,1,Asleep
16:45:00,2,Awake
16:46:00,1,Asleep
16:47:00,1,Asleep
16:48:00,1,Asleep
16:49:00,1,Asleep
16:50:00,1,Asleep
16:51:00,1,Asleep
16:52:00,1,Asleep
16:53:00,1,Asleep
16:54:00,1,Asleep
16:55:00,1,Asleep
16:56:00,1,Asleep
16:57:00,1,Asleep
16:58:00,1,Asleep
16:59:00,1,Asleep
17:00:00,1,Asleep
17:01:00,1,Asleep
17:02:00,1,Asleep
17:03:00,1,Asleep
17:04:00,1,Asleep
17:05:00,1,Asleep
17:06:00,1,Asleep
17:07:00,1,Asleep
17:08:00,1,Asleep
17:09:00,1,Asleep
17:10:00,1,Asleep
17:11:00,1,Asleep
17:12:00,1,Asleep
17:13:00,1,Asleep
17:14:00,1,Asleep
17:15:00,1,Asleep
17:16:00,1,Asleep
17:17:00,1,Asleep
17:18:00,1,Asleep
17:19:00,1,Asleep
17:20:00,1,Asleep
17:21:00,1,Asleep
17:22:00,1,Asleep
17:23:00,1,Asleep
17:24:00,1,Asleep
17:25:00,1,Asleep
17:26:00,1,Asleep
17:27:00,1,Asleep
17:28:00,1,Asleep
17:29:00,1,Asleep
17:30:00,1,Asleep
17:31:00,1,Asleep
17:32:00,1,Asleep
17:33:00,1,Asleep
17:34:00,1,Asleep
17:35:00,1,Asleep
17:36:00,1,Asleep
17:37:00,1,Asleep
17:38:00,1,Asleep
17:39:00,1,Asleep
17:40:00,1,Asleep
17:41:00,1,Asleep
17:42:00,1,Asleep
17:43:00,1,Asleep
17:44:00,1,Asleep
17:45:00,1,Asleep
17:46:00,1,Asleep
17:47:00,1,Asleep
17:48:00,1,Asleep
17:49:00,1,Asleep
17:50:00,1,Asleep
17:51:00,1,Asleep
17:52:00,1,Asleep
17:53:00,1,Asleep
17:54:00,1,Asleep
17:55:00,1,Asleep
