Time,State,Interpreted
18:34:00,1,Asleep
18:35:00,1,Asleep
18:36:00,1,Asleep
18:37:00,1,Asleep
18:38:00,1,Asleep
18:39:00,1,Asleep
18:40:00,1,Asleep
18:41:00,1,Asleep
18:42:00,1,Asleep
18:43:00,1,Asleep
18:44:00,1,Asleep
18:45:00,1,Asleep
18:46:00,1,Asleep
18:47:00,1,Asleep
18:48:00,1,Asleep
18:49:00,1,Asleep
18:50:00,1,Asleep
18:51:00,1,Asleep
18:52:00,1,Asleep
18:53:00,1,Asleep
18:54:00,1,Asleep
18:55:00,1,Asleep
18:56:00,1,Asleep
18:57:00,1,Asleep
18:58:00,1,Asleep
18:59:00,1,Asleep
19:00:00,1,Asleep
19:01:00,1,Asleep
19:02:00,1,Asleep
19:03:00,1,Asleep
19:04:00,1,Asleep
19:05:00,1,Asleep
19:06:00,1,Asleep
19:07:00,1,Asleep
19:08:00,1,Asleep
19:09:00,1,Asleep
19:10:00,1,Asleep
19:11:00,1,Asleep
19:12:00,1,Asleep
19:13:00,1,Asleep
19:14:00,1,Asleep
19:15:00,1,Asleep
19:16:00,1,Asleep
19:17:00,1,Asleep
19:18:00,2,Awake
19:19:00,2,Awake
19:20:00,2,Awake
19:21:00,2,Awake
19:22:00,1,Asleep
19:23:00,1,Asleep
19:24:00,1,Asleep
19:25:00,1,Asleep
19:26:00,1,Asleep
19:27:00,1,Asleep
19:28:00,1,Asleep
19:29:00,1,Asleep
19:30:00,1,Asleep
19:31:00,1,Asleep
19:32:00,1,Asleep
19:33:00,1,Asleep
19:34:00,1,Asleep
19:35:00,1,Asleep
19:36:00,2,Awake
19:37:00,2,Awake
19:38:00,2,Awake
19:39:00,2,Awake
19:40:00,1,Asleep
19:41:00,1,Asleep
19:42:00,1,Asleep
19:43:00,1,Asleep
19:44:00,1,Asleep
19:45:00,1,Asleep
19:46:00,1,Asleep
19:47:00,1,Asleep
19:48:00,1,Asleep
19:49:00,1,Asleep
19:50:00,1,Asleep
19:51:00,1,Asleep
19:52:00,1,Asleep
19:53:00,1,Asleep
19:54:00,1,Asleep
19:55:00,1,Asleep
19:56:00,1,Asleep
19:57:00,1,Asleep
19:58:00,1,Asleep
19:59:00,1,Asleep
20:00:00,1,Asleep
20:01:00,1,Asleep
20:02:00,1,Asleep
20:03:00,1,Asleep
20:04:00,1,Asleep
20:05:00,1,Asleep
20:06:00,1,Asleep
20:07:00,1,Asleep
20:08:00,1,Asleep
20:09:00,1,Asleep
20:10:00,1,Asleep
20:11:00,1,Asleep
20:12:00,1,Asleep
20:13:00,1,Asleep
20:14:00,1,Asleep
20:15:00,1,Asleep
20:16:00,1,Asleep
20:17:00,1,Asleep
20:18:00,1,Asleep
20:19:00,1,Asleep
20:20:00,1,Asleep
20:21:00,1,Asleep
20:22:00,1,Asleep
20:23:00,1,Asleep
20:24:00,1,Asleep
20:25:00,1,Asleep
20:26:00,1,Asleep
20:27:00,1,Asleep
20:28:00,1,Asleep
20:29:00,1,Asleep
20:30:00,1,Asleep
20:31:00,2,Awake
20:32:00,2,Awake
20:33:00,2,Awake
20:34:00,2,Awake
20:35:00,1,Asleep
20:36:00,1,Asleep
20:37:00,1,Asleep
20:38:00,1,Asleep
20:39:00,1,Asleep
20:40:00,1,Asleep
20:41:00,2,Awake
20:42:00,2,Awake
20:43:00,1,Asleep
20:44:00,1,Asleep
20:45:00,1,Asleep
20:46:00,2,Awake
20:47:00,2,Awake
20:48:00,3,Very Awake
20:49:00,2,Awake
20:50:00,1,Asleep
20:51:00,1,Asleep
20:52:00,1,Asleep
20:53:00,1,Asleep
20:54:00,1,Asleep
